id,diretoria,pai_setor,setor,nome_setor,categoria_hub,subcategoria_geo,nat,tipo,situacao_2024,centro_custo,cod_ua,endereco,bairro,cep,telefones,emails,latitude,longitude,street_view,como_chegar,flag_geo,regra_classificacao,observacao,global_id
269,DSU,UGP,UGP01,Gerência Adjunta de Limpeza Predial 1,Operacional,Setor virtual / referência,,VIRTUAL,Limp. Pred.,44130901,45295.0,"Rua Afonso Cavalcanti, 455, Bloco 2 - 12º andar",Cidade Nova,20211-110,,,-22.91170220631935,-43.20509342727443,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91170221,-43.20509343",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{031A6D6C-5324-410B-880D-96D2D8654549}
270,DSU,UGU,UGU-N,Gerência de Conservação e Revitalização de Mobiliário Urbano Norte,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44160002,48866.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{94B17F40-9968-47A8-8E24-5C298FF93185}
271,DSU,UGP,UGP02,Gerência Adjunta de Limpeza Predial 2,Operacional,Setor virtual / referência,,VIRTUAL,Limp. Pred.,44130902,45295.0,"Rua Afonso Cavalcanti, 455, Bloco 2 - 12º andar",Cidade Nova,20211-110,,,-22.91170220631935,-43.20509342727443,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91170221,-43.20509343",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{5E4A8B00-351B-40CA-BCC0-D823CD82791C}
272,DLU,LGL,LDL-OB,Divisão de Manutenção Oeste-Barra,Manutenção,Manutenção / frota / logística,OP,DIVISÃO,"Unid. Adm., Unid. Oper.",40030100,48860.0,"Estrada do Magarça, 1",Campo Grande,23035-380,98264-6406,flavio.luoliveira@prefeitura.rio / comlurb.vdm05@gmail.com,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Termos de frota, manutenção, oficina ou logística",,{240A7621-A7EB-4204-BFF5-AF40FF38DFC3}
273,DLU,DLU,LRO,Superintendência Regional Oeste,Operacional,Unidade operacional,OP,SUPERINTENDENCIA,"Unid. Adm., Unid. Oper.",43000000,48749.0,"Estrada do Magarça, 1, 1º andar",Campo Grande,23035-380,98232-8515 /96406-0766,raphael.araujo@prefeitura.rio /  dso.raphael@gmail.com  / lro.robertoborel@gmail.com,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{B97E4C99-D319-4312-8474-BEF069BCA067}
274,DLU,LRO,OCG,Coordenadoria de Apoio e Gestão,Operacional,Unidade operacional,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper.",43080000,16050.0,"Estrada do Magarça, 1, 1º andar",Campo Grande,23035380,98840-9888,aline.pinto@prefeitura.rio / alinecrife@gmail.com,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{9910B308-47B7-4F53-A6C4-A4406470CC27}
275,DLU,LRO,OGE,Gerência de Serviços Extraordinários e Pronto Emprego,Operacional,Unidade operacional,OP,GERÊNCIA,"Unid. Adm., Unid. Oper.",43180000,42511.0,"Estrada do Magarça, 1, Térreo",Campo Grande,23035380,96495-1712,j.silva@prefeitura.rio / comlurb.oge@gmail.com,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{82E5B786-81C3-40F6-929D-0334AF05283C}
276,DSU,UGR,UDR-O,Divisão de Controle de Vetores e Pragas Oeste,Operacional,Unidade operacional,OP,DIVISÃO,"Unid. Adm., Unid. Oper.",44132230,48851.0,"Estrada do Magarça, 1",Campo Grande,23035-380,98094-3989,vascopinto@prefeitura.rio,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{5DC155BD-1627-4DBD-B6F2-08313B3B35F6}
277,DSU,UCV,UGV-O,Gerência de Manejo Arbóreo Oeste,Operacional,Manejo arbóreo,OP,GERÊNCIA,"Unid. Adm., Unid. Oper.",44144000,48867.0,"Estrada do Magarça, 1",Campo Grande,23035-380,98125-7300,jones.cardoso@prefeitura.rio,-22.93323884963512,-43.5751184759561,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93323885,-43.57511848",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{D5C30D19-5F1D-4338-AC67-E8572F1CE7A1}
278,DLU,LRS,SG03R,Gerência Rio Comprido,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Oper., Conv. SMS",41030000,14933.0,"Avenida Paulo de Frontin, 448",Rio Comprido,20261-242,98094-7416,mvgsilva@prefeitura.rio / dss.sg03r@gmail.com,-22.92273960519043,-43.21010560255497,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92273961,-43.2101056",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{202DB1F3-F51E-4907-B778-F3F0F217BCD4}
279,COML20,COML20M,COML20D2,Convênio SMS/COMLURB Divisão Operacional 2,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",82020200,,"Avenida Paulo de Frontin, 452",Rio Comprido,20261-242,,,-22.92273960519043,-43.21010560255497,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92273961,-43.2101056",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{417AF1F7-FA4F-4AAB-9A00-0D832D8A12D0}
280,DTE,TCD,TGC,Gerência Ecoparque do Caju,Engenharia,Unidade operacional,OP,GERÊNCIA,"ETR, Unid. Oper.",65020000,45851.0,"Rua Carlos Seidl, 1388",Caju,22280-005,(21)969235111,jose.neto@prefeitura.rio,-22.87611746764896,-43.22981506389341,"http://maps.google.com/maps?q=&layer=c&cbll=-22.87611747,-43.22981506",,OK,Diretoria DTE ou termo técnico/engenharia,,{04D5238D-8195-41AE-B47C-77766AC7C8C9}
281,DTE,TGC,TDO,Divisão de Operação,Engenharia,Unidade operacional,OP,DIVISÃO,"ETR, Unid. Oper.",65020100,45850.0,"Rua Carlos Seidl, 1388",Caju,22280-005,(21)969235111,joao.franca@prefeitura.rio,-22.87611746764896,-43.22981506389341,"http://maps.google.com/maps?q=&layer=c&cbll=-22.87611747,-43.22981506",,OK,Diretoria DTE ou termo técnico/engenharia,,{5947F8A6-90F6-4DF9-BB3C-9616F366201E}
282,DTE,TGC,TDM,Divisão de Manutenção,Manutenção,Manutenção / frota / logística,OP,DIVISÃO,"ETR, Unid. Oper.",65020200,45849.0,"Rua Carlos Seidl, 1388",Caju,22280-005,(21)969235111,wagnerjjardim@prefeitura.rio,-22.87611746764896,-43.22981506389341,"http://maps.google.com/maps?q=&layer=c&cbll=-22.87611747,-43.22981506",,OK,"Termos de frota, manutenção, oficina ou logística",,{5F7C049F-13AF-466B-A18C-16C49DC6625A}
283,DLU,NG15M,NG15M-P,Gerência Madureira - Parque,Operacional,Ecoponto,,VIRTUAL,Unid. Oper. (ECOPONTO),45070001,14982.0,"Rua João Pereira, 63",Madureira,21350-250,98094-6512,dsn.ng15m@gmail.com,-22.87495873791799,-43.3346215080916,"http://maps.google.com/maps?q=&layer=c&cbll=-22.87495874,-43.33462151",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{B9D8FFF7-B8BB-4AE5-8DA3-0137182D505C}
284,COML20,COML20,COML20M,Convênio SMS/COMLURB Gerência de Controle de Mosquitos,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,Conv. SMS,82020000,,"Rua Melo e Souza, 142",São Cristóvão,20941-110,,,-22.90598798437214,-43.21138320541668,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90598798,-43.21138321",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{D697A2FC-9086-454C-9F44-161F52AF6BAD}
285,DLU,SD04L,SD04L-P,Divisão de Serviços Laranjeiras - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41062001,14945.0,"Rua Moura Brasil, 18",Laranjeiras,22231-200,,,-22.93441142695289,-43.18456756892096,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93441143,-43.18456757",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{90C953E8-C2E3-4D36-8DCD-614D9C2A0CF5}
286,DSU,UCP,UGT,Gerência de Pesquisas e Controle de Vetores,Operacional,Unidade operacional,OP,GERÊNCIA,"ETR, Unid. Oper.",44132000,45847.0,"Rua Américo de Souza Braga, 647",Vargem Pequena,22783-385,3417-2113,bianca.quintaes@prefeitura.rio,-22.98453074385994,-43.45186063582203,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98453074,-43.45186064",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{7381769D-6E34-4666-92FD-E41A9C003B88}
287,DSU,UGT,UGA,Gerência Adjunta de Análise Físico-Química e Microbiologia,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,"ETR, Unid. Oper.",44132100,45846.0,"Rua Américo de Souza Braga, 647",Vargem Pequena,22783-385,3417-2113,alessandra.lourenco@prefeitura.rio,-22.98453074385994,-43.45186063582203,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98453074,-43.45186064",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{5B5DB906-4D63-4D64-BB02-BE21513A9592}
288,DTE,TCD,TGT,Gerência de Transferência de Resíduos,Engenharia,Unidade operacional,OP,GERÊNCIA,"ETR, Unid. Oper.",65030000,45852.0,"Rua Américo de Souza Braga, 647",Vargem Pequena,22783-385,2442-2398 / 2442-2053,cesar.penedo@prefeitura.rio,-22.98453074385994,-43.45186063582203,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98453074,-43.45186064",,OK,Diretoria DTE ou termo técnico/engenharia,,{C73E7357-0694-4E78-B87F-09475E6475AC}
289,DTE,TGT,TDE-AP4,Divisão de Estação de Transferência AP4,Engenharia,Unidade operacional,OP,DIVISÃO,"ETR, Unid. Oper.",65030100,48856.0,"Rua Américo de Souza Braga, 647",Vargem Pequena,22783-385,2442-2398 / 2442-2053,cesar.penedo@prefeitura.rio,-22.98453074385994,-43.45186063582203,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98453074,-43.45186064",,OK,Diretoria DTE ou termo técnico/engenharia,,{07B7BA3E-B9F0-48E2-AF11-D2C314830B9B}
290,DSU,UCP,UGQ02,Coordenadoria de Serviços Hospitalares e Prediais - Parque Susana Naspolini,Operacional,Limpeza hospitalar,,VIRTUAL,Limp. Parq.,44131102,53302.0,"Rua Professor Carlos Wenceslau, 340",Realengo,21715000,,,-22.88020974301048,-43.43263278556194,"http://maps.google.com/maps?q=&layer=c&cbll=-22.88020974,-43.43263279",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{9DB6C26D-6C26-4F6D-B77A-E970BE8CEA4F}
291,DLU,CG12I,CD12E,Divisão de Serviços Engenho da Rainha,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47041000,14970.0,"Rua Frederico Santoni, 12",Engenho da Rainha,20766-520,96741-7997,wanderson.evangelista@prefeitura.rio / dsn.ng12e@gmail.com,-22.86180189346802,-43.29099733261796,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86180189,-43.29099733",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{5C8F2152-8D42-40FD-98E2-CD3612761CEA}
292,DLU,LRC,CG12I,Gerência Inhaúma,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47040000,14969.0,"Avenida Dom Helder Camara, , sob o viaduto de Del Castilho",Del Castilho,20771-003,98094-3501,jluis.silva@prefeitura.rio / dsn.ng12n@gmail.com,-22.88008190386977,-43.26856838525033,"http://maps.google.com/maps?q=&layer=c&cbll=-22.8800819,-43.26856839",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{5C0995AD-46B5-49CD-9878-E036388DAC09}
293,DLU,CG12I,CD29A,Divisão de Serviços Complexo do Alemão,Operacional,Ecoponto,OP,DIVISÃO,Unid. Oper. (ECOPONTO),47043000,44038.0,"Estrada do Itararé, 450",Ramos,21061-240,98094-7426,gjsrego@prefeitura.rio / dsn.ng29a@gmail.com,-22.85990262945065,-43.26771498573036,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85990263,-43.26771499",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{E52F7B2A-AE34-4306-B498-047BD2603B0C}
294,DLU,CG10R,CD30M,Divisão de Serviços Complexo da Maré,Operacional,Ecoponto,OP,DIVISÃO,Unid. Oper. (ECOPONTO),47033000,14961.0,Rua Teixeira Ribeiro,Maré,21040-242,98094-4222,dsn.nd30@gmail.com,-22.85530784335705,-43.24028333402014,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85530784,-43.24028333",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{D735C4DE-BD7F-49FE-BCA8-66D4CBE53111}
295,DLU,LRC,CG20G,Gerência Ilha do Governador,Operacional,Ecoponto,OP,GERÊNCIA,Unid. Oper. (ECOPONTO),47070000,14987.0,"Rua Formosa do Zumbi, 90",Zumbi,21930-220,98094-7017,luisc.galdino@prefeitura.rio / dsn.ng20g@gmail.com,-22.8194026116601,-43.17679649582463,"http://maps.google.com/maps?q=&layer=c&cbll=-22.81940261,-43.1767965",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{03D87357-AC13-4443-BAD0-D30A12437C42}
296,DSU,UCP,UGQ04,Coordenadoria de Serviços Hospitalares e Prediais - Parque Piedade,Operacional,Limpeza hospitalar,,VIRTUAL,Limp. Parq.,44131104,53302.0,"Rua Manuel Vitorino, S/N",Encantado,20740-280,,,-22.892895328586,-43.30748599050636,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89289533,-43.30748599",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{5481BEF1-B0EB-45A6-AD28-E65A295CB6AD}
297,DLU,CG20G,CG20G-P,Gerência Ilha do Governador - Parque,Operacional,Ecoponto,,VIRTUAL,Unid. Oper. (ECOPONTO),47070001,14987.0,"Rua Formosa do Zumbi, 90",Zumbi,21930-220,98094-7017,dsn.ng20g@gmail.com,-22.8194026116601,-43.17679649582463,"http://maps.google.com/maps?q=&layer=c&cbll=-22.81940261,-43.1767965",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{D1B72976-06FD-4906-AB31-1764235BB470}
298,DLU,CG20G,CD20J,Divisão de Serviços Jardim Guanabara,Operacional,Ecoponto,OP,DIVISÃO,Unid. Oper. (ECOPONTO),47071000,16037.0,"Rua Formosa do Zumbi, 90",Zumbi,21930-220,98094-5281,dsn.ng20g@gmail.com,-22.8194026116601,-43.17679649582463,"http://maps.google.com/maps?q=&layer=c&cbll=-22.81940261,-43.1767965",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{FFD05E8E-6BBE-45D5-975D-01D55250FFAA}
299,DLU,CG20G,CD20T,Divisão de Serviços Tauá,Operacional,Ecoponto,OP,DIVISÃO,Unid. Oper. (ECOPONTO),47072000,52668.0,"Rua Formosa do Zumbi, 90",Zumbi,21930-220,98094-7528,thiagofsilva@prefeitura.rio / dsn.ng20g@gmail.com,-22.8194026116601,-43.17679649582463,"http://maps.google.com/maps?q=&layer=c&cbll=-22.81940261,-43.1767965",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{04993422-1773-44C5-983F-0B6EBF29865B}
300,DLU,CG12I,CD28J,Divisão de Serviços Jacarezinho,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47044000,48874.0,"Avenida Dom Helder Camara, S/N, sob o viaduto de Del Castilho",Del Castilho,20771-003,98094-3797,dsn.ng12n@gmail.com,-22.88008190386977,-43.26856838525033,"http://maps.google.com/maps?q=&layer=c&cbll=-22.8800819,-43.26856839",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{C6070160-D2D3-4135-9051-324355F2178D}
309,COML,COM,COML36,Empresa de Turismo do Município do Rio de Janeiro – RIOTUR,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81360000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{99A6E87A-2723-49EE-97E2-AE1BF399E552}
310,DLU,LGE,LDA,Divisão de Operação Náutica,Tecnologia,Manutenção / frota / logística,OP,DIVISÃO,Náutica,40020600,46921.0,"Avenida Ministro Ivan Lins, S/N, Viaduto Joatinga",Barra da Tijuca,22620-110,21980945143,marcos.guimaraes@prefeitura.rio,-23.01302609866696,-43.29811397494498,"http://maps.google.com/maps?q=&layer=c&cbll=-23.0130261,-43.29811397",,OK,Termos de tecnologia/sistemas/informática,,{7DCA2B65-0D04-437B-A991-1EFE90DA1BAF}
311,DLU,CG08T,CD08F,Divisão Parque Floresta da Tijuca,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47013000,48876.0,"Estrada do Açude, 708",Alto da Boa Vista,20531-330,99320-3448,uelitoncviana@prefeitura.rio / dss.sg08t@gmail.com,-22.96395345909293,-43.28586993762246,"http://maps.google.com/maps?q=&layer=c&cbll=-22.96395346,-43.28586994",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{31DF36BE-3C68-4D5F-985D-99549C66A5B3}
312,DLU,LRC,CG08T,Gerência Tijuca,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47010000,14952.0,"Rua Doutor Renato Rocco, 400",Tijuca,20521-080,98094-4982,marceloflima@prefeitura.rio / dss.sg08t@gmail.com,-22.92710005461923,-43.22908742851322,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92710005,-43.22908743",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{4936929F-1360-497A-A4BB-78C50C9D1FB0}
313,DLU,CG09V,CD09G,Divisão de Serviços Grajaú,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47021000,14956.0,"Rua Comendador Martinelli, 11",Grajaú,20561-060,98094-7462,gustavolgonzaga@prefeitura.rio / dss.sg09v@gmail.com,-22.9244792797548,-43.26648363802099,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92447928,-43.26648364",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{284F7E61-74F7-4699-B21A-40814F1C9DC6}
314,DLU,LRC,CG09V,Gerência Vila Isabel,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47020000,14955.0,"Rua Torres Homem, 890",Vila Isabel,20551-070,98094-3524,bdscosta@prefeitura.rio / dss.sg09v@gmail.com,-22.91456513065896,-43.25142852962928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91456513,-43.25142853",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{351AF899-4B3E-4C44-9A4A-CF6FBA1D8747}
315,DLU,CG08T,CD08P,Divisão de Serviços Praça da Bandeira,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47012000,14954.0,"Rua Teixeira Soares, 48",Praça da Bandeira,20271-320,96946-4966,israelsmiranda@prefeitura.rio / dss.sg08t@gmail.com,-22.91160291306079,-43.21625948625605,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91160291,-43.21625949",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{6996390C-4998-4AA1-87A6-F185BDBD90F5}
316,DLU,CG13M,CD13L,Divisão de Serviços  Lins de Vasconcelos,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47051000,14973.0,"Rua Cônego Tobias, 63",Méier,20725-010,98094-4297,ronaldoboliveira@prefeitura.rio / comlurb_ng13l@rio.rj.gov.br,-22.90378655208918,-43.2789283778426,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90378655,-43.27892838",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{01F952E4-AF30-470C-9CEF-A8B24D20FF28}
317,DLU,CG13M,CD13R,Divisão de Serviços  Rocha,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47052000,15607.0,Rua Professor Oliveira de Menezes,Rocha,20960-070,98094-5934,comlurb13r@gmail.com,-22.89952996581009,-43.25249752481741,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89952997,-43.25249752",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{8CC8DB74-C8B4-4E37-ACE1-D08C6B569D3D}
318,DLU,CG10R,CD10B,Divisão de Serviços Bonsucesso,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47032000,16019.0,"Rua Leopoldo Bulhões, 1130",Bonsucesso,21041-210,98094-4212,dsn.ng10b@gmail.com / dsn.ng10b@gmail.com,-22.8720983969107,-43.25301640430193,"http://maps.google.com/maps?q=&layer=c&cbll=-22.8720984,-43.2530164",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{42A90370-5E7A-4390-A923-B4727A2D700D}
319,DLU,LRC,CG10R,Gerência Ramos,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47030000,14960.0,"Rua Diomedes Trota, 259",Ramos,21060-010,98094-4073,carlos.hcrodrigues@prefeitura.rio / dsn.ng10r@gmail.com,-22.85464149029862,-43.26478343531032,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85464149,-43.26478344",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{2CA03320-BE63-4605-8922-4A3ECA6FA61E}
320,DLU,CG10R,CD10O,Divisão de Serviços Olaria,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47031000,14963.0,"Rua Praça Monteiro Baena, S/N, próximo ao viaduto Cosme e Damião",Ramos,21710-650,98094-4181,paulohalmeida@prefeitura.rio / dsn.ng10f@gmail.com,-22.85120260018382,-43.26272933590352,"http://maps.google.com/maps?q=&layer=c&cbll=-22.8512026,-43.26272934",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{D64B794C-6E63-4FF5-AE49-FE4DA443B03C}
321,COML,COM,COML39,Empregados retornados de Cessão e Empréstimo a Outros Órgãos,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81390000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{866CC386-3D0F-400F-ADFE-4FF6B1248137}
322,COML,COM,COML40,Cooperativa Econ. de Crédito Mútuo dos Serv. da COMLURB Ltda.,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81400000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{37459A46-55B3-4CFA-AB97-DFAF320EF371}
323,COML,COM,COML43,Secretaria Municipal de Esportes - SMEL,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81430000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{CFE83562-6EA8-44DB-B757-61934B1C0C87}
324,COML,COM,COML46,Secretaria Municipal da Casa Civil - GEL XLVI,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81460000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{EC66C105-970B-41AA-A9E9-B3079C21F8DB}
325,DLU,CD09G,CD09G-P,Divisão de Serviços Grajaú - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,47021001,14956.0,"Rua Comendador Martinelli, 11",Grajaú,20561-060,98094-7462,dss.sg09v@gmail.com,-22.9244792797548,-43.26648363802099,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92447928,-43.26648364",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{D1E1573E-72FE-4B7C-9B0E-3DABC7C2A43B}
326,COML20,COML20M,COML20D3,Convênio SMS/COMLURB Divisão Operacional 3,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",82020300,,"Rua Rio Grande do Sul, 26",Méier,20775-100,,,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{8C5673EB-694A-4F40-A24F-B3F24546F41D}
327,DLU,CD08P,CD08P-P,Divisão de Serviços Praça da Bandeira - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,47012001,14954.0,"Rua Teixeira Soares, 48",Praça da Bandeira,20271-320,96496-4966,dss.sg08t@gmail.com,-22.91160291306079,-43.21625948625605,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91160291,-43.21625949",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{D42CF084-1BEE-457A-A245-24F8B4A64D1A}
328,DLU,CG08T,CG08T-P,Gerência Tijuca - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,47010001,14952.0,"Rua Doutor Renato Rocco, 400",Tijuca,20521-080,98094-4982,dss.sg08t@gmail.com,-22.92710005461923,-43.22908742851322,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92710005,-43.22908743",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{5FC6A2D7-70AA-4DB9-8968-99285032D473}
